country,,country,year,mean_years_of_schooling_female,share_of_male_seats_in_parliament,mean_years_of_schooling,income_inequality,co2_emissions_per_capita_tonnes,expected_years_of_schooling_male,expected_years_of_schooling,female_labour_force_participation_rate,female_population_with_some_secondary_education,expected_years_of_schooling_female,adolescent_birth_rate_per_1000_women_ages_15_19,material_footprint_per_capita_tonnes,mean_years_of_schooling_male,male_population_with_some_secondary_education,share_of_female_seats_in_parliament,education_inequality,gender_development_index,coefficient_of_human_inequality,male_labour_force_participation_rate,human_development_index,gross_national_income_per_capita_2017_ppp,total_population_as_of_january_1st_thousands,total_population_as_of_july_1st_thousands,male_population_as_of_july_1st_thousands,female_population_as_of_july_1st_thousands,population_density_as_of_july_1st_persons_per_square_km,population_sex_ratio_as_of_july_1st_males_per_100_females,median_age_as_of_july_1st_years,natural_change_births_minus_deaths_thousands,rate_of_natural_change_per_1000_population,population_change_thousands,population_growth_rate_percentage,population_annual_doubling_time_years,births_thousands,births_by_women_aged_15_to_19_thousands,crude_birth_rate_births_per_1000_population,total_fertility_rate_live_births_per_woman,net_reproduction_rate_surviving_daughters_per_woman,mean_age_of_childbearing_years,sex_ratio_at_birth_males_per_100_female_births,total_deaths_thousands,male_deaths_thousands,female_deaths_thousands,crude_death_rate_deaths_per_1000_population,live_births_surviving_to_age_1_thousands,net_number_of_migrants_thousands,net_migration_rate_per_1000_population,country_id,gross_national_income_per_capita_2017_ppp_log
Jordan,2767,Jordan,2005,8.060616016,92.72727273,8.489721775,,3.54458789,12.53184986,12.7048502,15.815,60.76570053,12.88895988,34.128,11.27,8.933808136,67.05240707,7.272727273,,0.863,16.43953293650282,61.482,0.716,10811.63388,5605.921,5678.534,2928.895,2749.64,63.9518,106.5192,19.4358,141.724,24.96,145.227,2.558,27.0972,162.418,9.964,28.605,3.779,1.7874,29.679,104.3,20.694,11.62,9.074,3.645,159.557,3.5,0.616,86,9.288378044447857
Jordan,2770,Jordan,2008,8.923350334,91.51515152,9.523599625,,3.159928242,12.34685993,12.54397011,15.943,68.93611145,12.7514801,34.715,12.58,10.13448048,77.74472046,8.484848485,,0.865,16.36150019612341,60.881,0.734,11853.65768,6546.964,6632.873,3414.636,3218.236,74.6996,106.1027,20.0126,171.048,25.778,171.817,2.591,26.7521,195.073,11.859,29.399,3.892,1.8454,29.72,104.4,24.025,13.615,10.41,3.621,191.899,0.767,0.116,86,9.380391763914947
Jordan,2774,Jordan,2012,9.238369703,88.88888889,9.791880131,20.49108,2.943623221,11.00133991,11.13696957,16.274,71.55677605,11.27707958,32.793,9.67,10.32147527,79.87054253,11.11111111,16.9017,0.871,16.28383785,62.038,0.721,10562.26491,7199.646,7211.863,3704.706,3507.157,81.2202,105.6327,20.7859,170.618,23.422,24.434,0.339,5.970529653667392,196.81,12.602,27.018,3.5588,1.688,29.638,105.1,26.192,15.094,11.098,3.596,193.904,-146.181,-20.067,86,9.265043014376317
Jordan,2775,Jordan,2013,9.367174745,87.89237668,9.885050058,20.49108,2.795310191,10.80571995,10.93816566,16.379,72.60902882,11.07458572,33.087,9.12,10.38398778,80.57159901,12.10762332,16.9017,0.872,16.20654414,62.335,0.719,10314.95721,7224.08,7694.814,3968.884,3725.93,86.6592,106.5206,20.9547,165.228,22.615,941.468,12.25,5.6583,191.474,12.649,26.207,3.436,1.6311,29.581,105.1,26.246,15.163,11.083,3.592,188.716,776.237,106.244,86,9.24135027716907
Kazakhstan,2818,Kazakhstan,1992,7.509913286,88.59649123,7.843209645,34.791496413259644,15.16688599,11.541604678442317,12.44013023,65.294,61.39541624,12.343112335846278,53.888,19.15,8.258968488,69.40133222,11.40350877,129.0020084078418,1.0200454601396214,42.23715158838532,76.281,0.667,11610.37615,17053.13,17043.417,8205.186,8838.232,6.3131,92.8374,24.9164,202.179,11.789,-19.426,-0.114,206.34764015857903,365.696,41.782,21.324,2.6054,1.1853,26.089,105.9,163.517,86.338,77.179,9.535,352.428,-221.599,-12.922,87,9.359654472961251
Kazakhstan,2819,Kazakhstan,1993,7.758205509,88.59649123,8.067353842,28.421485293365727,13.57092247,12.072902092767192,12.25097513,65.643,63.98786767,12.859527557208951,54.747,14.34,8.44887181,71.70199274,11.40350877,69.54468844820842,1.0166859208667056,31.34596031926608,76.578,0.663,10591.41835,17033.704,16979.697,8172.3,8807.397,6.2895,92.789,25.002,184.631,10.784,-108.014,-0.636,171.31502887038636,346.66,42.431,20.248,2.48,1.128,25.997,106.1,162.029,88.375,73.654,9.464,333.967,-292.647,-17.093,87,9.267799362582853
Kazakhstan,2820,Kazakhstan,1994,8.006497732,88.59649123,8.291498039,23.217766108305273,11.58751264,12.62865684645975,12.06182003,66.176,66.58031911,13.397548729615313,54.299,14.93,8.638775131,74.00265326,11.40350877,37.4913828943486,1.0133374463007734,23.263150837264263,77.006,0.657,9366.238725,16925.69,16747.151,8053.053,8694.098,6.2033,92.6267,25.0749,162.964,9.585,-357.078,-2.132,142.23006909265646,326.799,41.697,19.222,2.355,1.0702,25.99,106.3,163.835,89.648,74.188,9.637,314.772,-520.043,-30.588,87,9.144866877887592
Kazakhstan,2829,Kazakhstan,2003,10.43104506,91.37931034,10.46039486,18.96680125953164,11.85176914,13.20999479,13.57870007,65.013,89.1030426,13.95807981,26.024,17.09,10.51144457,92.64460373,8.620689655,20.21151899152501,1.01,17.264559176535695,75.643,0.718,13734.71075,15371.456,15416.712,7329.926,8086.786,5.7105,90.6408,27.3734,94.08,6.099,90.512,0.587,118.083,260.022,20.801,16.858,2.0534,0.9508,27.358,105.9,165.942,91.313,74.629,10.759,253.126,-3.565,-0.231,87,9.527681538970164
Kazakhstan,2831,Kazakhstan,2005,11.04111743,91.37931034,10.98815727,15.494149968626301,13.10148858,13.97627815,14.38154697,64.556,94.176548,14.79578638,26.482,29.17,10.94745708,96.03665733,8.620689655,10.895983781018487,1.015,12.81275290888993,74.923,0.739,15396.17221,15581.877,15656.248,7439.667,8216.582,5.7993,90.5446,27.6985,125.789,8.037,148.743,0.95,72.9629,292.854,21.623,18.712,2.2434,1.0432,27.756,105.9,167.065,93.377,73.688,10.675,285.877,22.958,1.467,87,9.641874199713905
Kazakhstan,2839,Kazakhstan,2013,11.5649359,81.81818182,11.54523627,12.65731,14.90232917,14.72467041,15.07024002,65.476,96.67960188,15.42251968,35.086,38.56,11.52265782,98.01197476,18.18181818,5.874,1.009,9.508880906,76.315,0.792,21068.97379,17222.469,17345.732,8278.722,9067.009,6.4251,91.306,28.3105,238.41,13.746,246.525,1.421,48.7788,387.566,21.969,22.346,2.6392,1.2488,28.033,106.3,149.156,78.105,71.051,8.6,383.155,8.121,0.468,87,9.955556800818572
Kazakhstan,2844,Kazakhstan,2018,12.23838043,77.92207792,12.21006966,10.33987,17.31912205,15.11553001,15.44011021,64.028,99.291008,15.77939987,23.582,32.72,12.17788029,99.64935303,22.07792208,3.16666,1.0,7.05693903,76.924,0.814,22171.8375,18428.739,18538.099,8893.548,9644.55,6.8667,92.2132,29.1957,250.482,13.497,218.72,1.18,58.7413,401.334,13.42,21.626,2.8398,1.3489,28.527,106.6,150.852,77.142,73.709,8.129,398.12,-31.76,-1.711,87,10.006578181449154
Kenya,2848,Kenya,1990,2.53,97.02970297,3.72,54.075826387065774,0.239717636,7.97371787,7.605321279,69.448,9.620397367,7.245277832,127.235,3.71,5.01,25.0330045,2.97029703,49.30351450232597,0.864,52.261934963852404,76.956,0.474,3448.048818,22771.593,23162.269,11469.606,11692.664,39.8849,98.0923,14.2563,792.685,34.212,781.353,3.374,20.5438,1008.398,170.18,43.522,6.1294,2.5615,29.272,101.6,215.713,114.53,101.184,9.31,959.188,-11.341,-0.489,88,8.145563790036023
Kenya,2862,Kenya,2004,4.592,92.85714286,5.708,49.84014736979951,0.20875385,9.59084034,9.222590446,70.723,20.65285783,8.855019569,112.52,3.09,6.872,37.89183844,7.142857143,43.386703152805914,0.879,46.426727199778064,75.348,0.508,3203.882807,34269.587,34791.836,17274.191,17517.645,59.9107,98.6102,16.2857,1012.969,29.122,1044.498,3.002,23.0895,1347.244,232.828,38.732,4.8301,2.027,28.818,101.9,334.275,170.187,164.088,9.61,1289.927,31.53,0.906,88,8.072118730428155
Kenya,2864,Kenya,2006,4.936,92.69406393,5.894,45.9362427873591,0.247966528,9.80706501,9.491789818,70.843,23.03844086,9.177610397,107.551,3.28,7.018,38.64710772,7.305936073,38.179955921415974,0.893,41.24303855135576,75.712,0.525,3437.795658,36371.935,36925.254,18346.035,18579.218,63.5844,98.7449,16.5786,1090.877,29.542,1106.637,2.997,23.128,1413.926,230.872,38.29,4.7477,2.0335,28.875,101.9,323.049,166.649,156.4,8.748,1358.282,15.763,0.427,88,8.142585747876213
Kenya,2865,Kenya,2007,5.162,92.75362319,5.968,42.33812524193765,0.246491933,10.08415031,9.739919662,70.903,24.59745036,9.397040367,108.003,4.03,7.066,38.55724565,7.246376812,33.59805950286853,0.897,36.63812488072062,75.892,0.533,3567.161688,37478.572,38036.794,18903.421,19133.373,65.4985,98.7982,16.7019,1127.932,29.641,1116.443,2.935,23.6166,1449.756,234.773,38.098,4.7186,2.0353,28.903,101.9,321.824,166.017,155.807,8.457,1394.881,-11.496,-0.302,88,8.179525513179343
Kenya,2867,Kenya,2009,5.614,90.17857143,6.116,39.0218428899298,0.292566644,10.60783958,10.26786041,71.023,27.71546936,9.92936039,103.526,4.21,7.162,38.37752151,9.821428571,29.566026861888258,0.913,32.54736415950015,76.251,0.539,3058.14906,39778.774,40364.444,20068.348,20296.096,69.5066,98.8779,16.9272,1164.244,28.845,1171.341,2.902,23.8852,1475.773,230.148,36.563,4.5142,1.9858,28.865,102.1,311.529,164.149,147.38,7.718,1424.689,7.098,0.176,88,8.02556512957835
Kenya,2870,Kenya,2012,5.76,90.17857143,6.234,35.96532,0.27034422,10.739956,10.39574252,71.202,26.73811191,10.05302662,93.702,4.48,7.118,33.72157543,9.821428571,26.01787,0.925,28.91334961,76.783,0.552,3432.866608,43184.612,43725.806,21733.578,21992.229,75.2948,98.8239,17.3353,1125.314,25.721,1082.389,2.476,27.9946,1451.36,219.006,33.174,4.0876,1.8162,28.735,102.2,326.046,172.242,153.803,7.453,1404.726,-42.929,-0.981,88,8.141150936891542
Kenya,2879,Kenya,2021,6.064,76.75544794,6.652,33.14821,0.300273588,11.05279836,10.69855835,70.984,31.07780546,10.34585953,64.185,4.62,7.26,37.66723653,23.24455206,22.89552,0.941,25.6850841,75.564,0.575,4473.570344,52511.349,53005.614,26279.184,26726.429,91.2744,98.3266,19.1544,1041.086,19.629,988.53,1.865,37.1661,1468.358,192.914,27.685,3.3351,1.5114,28.475,102.2,427.272,231.945,195.327,8.056,1430.189,-52.549,-0.991,88,8.405942103464445
Kiribati,2949,Kiribati,1995,,100.0,6.5405426472123125,,0.377134182,10.5227499,10.85208988,,,11.1955204,44.059,,,,0.0,518.0310521622926,,18.464082678186397,,0.5349456524561069,2217.047675,80.851,81.481,40.245,41.236,112.2321,97.5979,18.3348,2.106,25.706,1.259,1.545,44.8639,2.757,0.17,33.658,4.3849,1.8707,30.196,107.2,0.651,0.336,0.316,7.952,2.631,-0.847,-10.341,89,7.703931713670167
Kiribati,2954,Kiribati,2000,,95.12195122,6.807679113,,0.390729418,9.995989799,10.38836956,,,10.78886986,44.063,,,,4.87804878,233.49026076209066,,18.270311174988986,,0.549,2236.07937,88.033,88.826,43.68,45.145,122.3492,96.7538,18.4,2.103,23.612,1.585,1.784,38.8535,2.735,0.208,30.702,4.0645,1.7635,30.003,107.2,0.632,0.322,0.31,7.09,2.621,-0.513,-5.759,89,7.712479330067189
Kiribati,2956,Kiribati,2002,,95.23809524,7.01008735,,0.461645954,11.15081978,11.58656025,,,12.04594994,41.494,,,,4.761904762,105.24021995050093,,18.07857320879993,,0.587,3311.557766,91.444,92.4,45.346,47.053,127.272,96.3732,18.5345,2.048,22.15,1.911,2.068,33.5178,2.684,0.212,29.025,3.8468,1.6769,29.933,107.2,0.636,0.32,0.316,6.875,2.575,-0.131,-1.417,89,8.105173981831472
Kiribati,2960,Kiribati,2006,,92.85714286,7.433136966,,0.699066173,11.35575962,11.76896954,,,12.21014977,41.862,,,,7.142857143,47.434543347034655,,17.88884743864444,,0.586,2876.388874,99.128,100.083,49.037,51.046,137.8554,96.0643,19.2231,2.232,22.256,1.91,1.908,36.3285,2.934,0.235,29.26,3.8371,1.6738,29.907,107.2,0.702,0.349,0.353,7.004,2.815,-0.335,-3.341,89,7.964290923191377
Kiribati,2965,Kiribati,2011,,91.30434783,7.865527643,,0.524788022,11.37477119,11.8186087,,,12.29746875,45.192,,,,8.695652174,21.38,,17.701112747510802,,0.587,2594.087007,108.973,109.871,53.709,56.161,151.3368,95.6349,20.4149,2.646,23.988,1.795,1.634,42.4203,3.419,0.27,30.995,3.8572,1.688,29.774,107.2,0.773,0.387,0.386,7.007,3.283,-0.85,-7.705,89,7.860989905948422
Kiribati,2973,Kiribati,2019,,93.47826087,7.984461822,19.35687,0.578040236,11.252668,11.801993,,,12.426346,43.123,,,,6.52173913,9.63653,,17.51534824,,0.63,4673.024716,123.226,124.241,60.39,63.851,171.1309,94.5796,21.5361,2.718,21.812,2.03,1.634,42.4203,3.497,0.242,28.064,3.368,1.505,29.594,107.2,0.779,0.387,0.392,6.252,3.378,-0.691,-5.546,89,8.449561831794078
Kiribati,2974,Kiribati,2020,,91.11111111,7.984461822,19.35687,0.56992524,11.252668,11.801993,,,12.426346,41.865,,,,8.888888889,9.63653,,17.33153324,,0.623,4074.115486,125.256,126.464,61.496,64.968,174.1921,94.6551,21.7081,2.71,21.403,2.415,1.91,36.2904,3.5,0.235,27.645,3.3328,1.4931,29.606,107.2,0.79,0.393,0.397,6.242,3.384,-0.296,-2.338,89,8.312408943464018
Kuwait,3045,Kuwait,1995,5.491517747,100.0,5.826254877,,33.99312909,11.00016022,11.45228958,44.005,42.56199506,11.91384029,32.943,98.33,6.066316517,48.21919305,0.0,37.864528548716834,0.961,,79.763,0.759,75892.07305,1636.213,1655.222,952.736,702.486,92.896,135.6236,24.8935,36.311,21.943,38.017,2.297,30.1762,39.736,2.039,24.013,3.0457,1.4605,29.38,104.3,3.425,2.208,1.217,2.07,39.323,1.693,1.023,90,11.237067518535609
Kuwait,3048,Kuwait,1998,5.885936149,100.0,6.05971465,,28.15780951,12.7841897,13.21151495,45.091,44.96375506,13.76842499,21.391,88.1,6.190753779,48.50505406,0.0,33.94955000874073,0.969,,79.834,0.789,75432.50511,1790.532,1819.544,1059.425,760.12,102.1183,139.3761,24.8522,37.205,20.566,58.025,3.189,21.7356,40.706,1.499,22.502,2.8777,1.383,29.471,104.3,3.501,2.287,1.214,1.936,40.309,20.819,11.509,90,11.23099356335281
Kuwait,3051,Kuwait,2001,6.22776543,100.0,6.194875572,,27.33128511,12.0841198,12.72832966,46.357,46.5345744,13.57040977,17.741,61.16,6.161985713,47.4032981,0.0,30.43935815318758,0.973,,80.155,0.781,62937.94206,1963.506,1991.674,1169.112,822.562,111.7788,142.1306,25.4254,39.247,19.786,56.336,2.829,24.5015,42.943,1.411,21.649,2.7152,1.3071,29.56,104.2,3.696,2.374,1.323,1.863,42.554,17.088,8.615,90,11.049904473229697
Kuwait,3053,Kuwait,2003,6.385532791,100.0,6.153917717,,27.58298614,12.44009018,13.30109978,45.526,46.47386641,14.39402962,18.085,76.25,6.055946745,44.81863819,0.0,27.29210032355287,0.99,,79.267,0.793,69452.43947,2074.886,2101.506,1239.951,861.555,117.9429,143.9201,26.3822,42.016,20.029,53.24,2.534,27.3539,46.031,1.446,21.943,2.6912,1.2961,29.69,104.2,4.015,2.597,1.418,1.914,45.628,11.232,5.354,90,11.148397473123557
Kuwait,3061,Kuwait,2011,7.30289495,92.30769231,7.060302496,,27.22887193,13.08298893,14.02091904,48.881,55.14113712,15.10128565,10.236,53.39,6.938632488,53.84309196,7.692307692,24.47025119,0.991,,85.976,0.82,66856.94387,3018.784,3143.825,1788.572,1355.253,176.4409,131.9733,29.3316,58.523,19.197,250.081,7.959,8.709,63.863,0.909,20.949,2.1995,1.0624,29.69,104.4,5.34,3.439,1.902,1.752,63.39,191.544,62.831,90,11.110310449536623
Kuwait,3067,Kuwait,2017,7.891600132,96.92307692,7.192820072,,23.45716907,13.68740535,15.00589617,50.73,59.5261116,16.52480026,6.248,53.82,6.830029964,54.29153824,3.076923077,21.94016533,1.008,,88.804,0.835,58767.65534,4029.276,4124.904,2507.954,1616.95,231.5021,155.1039,34.4745,50.569,12.472,191.257,4.637,14.9482,58.329,0.65,14.386,2.1615,1.0436,29.394,105.1,7.76,5.486,2.275,1.914,57.955,140.685,34.698,90,10.981346903285921
Kyrgyzstan,2880,Kyrgyzstan,1990,8.819180189,95.23809524,9.171267886,724.385120781673,4.42934127,9.06842883908184,12.02089977,50.162,71.1358684,9.868694280513681,50.865,6.111133274378926,9.725143889,83.05540295,4.761904762,26.686867439841944,0.9679610542298178,152.91748256203726,71.029,0.638,5142.118591,4364.208,4394.734,2118.697,2276.037,22.9131,93.0871,20.5413,98.153,22.243,61.052,1.389,49.9026,137.252,10.847,31.103,3.8029,1.7062,27.334,105.3,39.099,19.882,19.217,8.86,131.363,-37.094,-8.406,91,8.545220450764862
Kyrgyzstan,2883,Kyrgyzstan,1993,9.255257733,95.23809524,9.518404662,366.61749574354263,1.896207807,9.62797547745179,11.25551987,54.69,76.00986665,10.385434379763867,65.185,6.72,9.976046168,86.4290538,4.761904762,20.173237959189585,0.9679805269190407,96.99377150510769,73.701,0.609,3361.234013,4515.591,4507.634,2183.926,2323.708,23.5017,93.9845,20.0387,87.774,19.257,-15.915,-0.353,44.45107180525474,127.981,14.447,28.078,3.4189,1.5361,26.734,105.5,40.207,21.027,19.18,8.821,122.527,-103.695,-22.75,91,8.120063451305493
Kyrgyzstan,2885,Kyrgyzstan,1995,9.545976096,95.23809524,9.749829178,185.5482454419114,0.988065078,10.22204766,10.57563972,58.36,79.25919882,10.92923179,61.643,4.5,10.14331435,88.67815437,4.761904762,15.249430480196438,0.968,61.52201535863228,75.651,0.587,2453.120945,4562.113,4596.456,2232.307,2364.15,23.9648,94.4232,20.0153,86.145,18.704,68.686,1.494,46.3954,125.58,13.848,27.267,3.3221,1.4955,26.942,105.8,39.435,21.082,18.354,8.563,120.368,-17.46,-3.791,91,7.805116347975776
Kyrgyzstan,2886,Kyrgyzstan,1996,9.706522058,95.23809524,9.884826813,93.90755156610169,1.223527358,10.09691604,10.60842991,57.637,81.0721991,11.11994378,59.606,4.35,10.20764827,89.56657247,4.761904762,11.527407272981284,0.976,39.02269511798982,75.271,0.594,2603.298478,4630.799,4666.585,2268.152,2398.434,24.3305,94.568,20.1178,80.821,17.308,71.572,1.534,45.1856,119.52,13.626,25.595,3.1143,1.4057,26.941,105.8,38.699,20.899,17.8,8.287,114.692,-9.253,-1.982,91,7.864534565343598
Kyrgyzstan,2897,Kyrgyzstan,2007,10.78324814,74.44444444,10.74784431,47.52741380085347,1.257408776,12.29090977,12.66928959,53.912,92.91733398,13.05418015,30.151,7.12,10.7111618,95.99226379,25.55555556,8.713841386387964,0.97,24.75163931797178,77.051,0.656,3813.744666,5274.229,5294.766,2585.134,2709.632,27.6057,95.4054,22.1203,91.505,17.194,41.073,0.776,89.3231,130.672,9.605,24.553,2.7813,1.289,28.024,105.8,39.167,21.298,17.87,7.359,127.162,-50.44,-9.477,91,8.2463668374065
Kyrgyzstan,2900,Kyrgyzstan,2010,11.11987641,76.66666667,11.03160799,24.05403,1.164452013,12.16267967,12.41543961,52.382,96.52056366,12.67010975,37.584,6.75,10.93776286,98.7406453,23.33333333,6.587,0.974,15.69967546,76.793,0.664,3889.734936,5452.642,5483.774,2680.72,2803.055,28.5911,95.6357,22.5533,114.808,20.825,62.264,1.135,61.0702,152.823,11.415,27.721,3.0624,1.4312,28.177,105.7,38.015,21.139,16.876,6.896,149.332,-52.547,-9.532,91,8.26609629444511
Kyrgyzstan,2906,Kyrgyzstan,2016,11.59658682,80.83333333,11.35618418,12.17395,1.588026992,12.79747009,13.03036976,48.336,100.0,13.2716198,41.777,8.62,11.10437753,100.0,19.16666667,4.97927,0.968,9.958120607,75.425,0.693,4659.189545,5966.11,6018.299,2951.866,3066.432,31.378,96.2639,23.2804,129.657,21.501,104.378,1.734,39.9739,165.642,10.794,27.469,3.1108,1.4681,27.967,105.9,35.985,20.381,15.604,5.968,162.885,-25.279,-4.192,91,8.446596794612336
Lao People's Democratic Republic,3072,Lao People's Democratic Republic,1990,1.93,80.98767105718943,3.09,20.522477296697854,0.120456351,7.178339958,6.586619854,80.945,5.97,5.500060081,102.956,4.68,4.34,18.85,19.396183721796437,30.5459617548135,0.813,32.404351126853626,82.634,0.405,1944.015486,4253.519,4314.442,2158.368,2156.074,18.6934,100.1064,16.7445,124.951,28.946,121.847,2.824,24.5449,183.431,23.406,42.494,6.0837,2.3099,29.712,105.2,58.48,30.368,28.112,13.548,170.366,-3.1,-0.718,92,7.572510951038038
Lao People's Democratic Republic,3080,Lao People's Democratic Republic,1998,2.728,78.78787879,3.768,20.533114699148168,0.159403973,8.941209793,7.918769836,79.573,12.306,6.871290207,100.972,4.25,4.916,26.036,21.21212121,30.710634895564073,0.843,30.901355964557162,82.059,0.46,2506.091886,5199.673,5246.922,2632.966,2613.956,22.7336,100.7273,17.045,128.53,24.42,94.497,1.801,38.4868,184.315,27.654,35.019,4.7762,1.9396,28.812,105.0,55.785,29.235,26.55,10.599,173.426,-34.039,-6.467,92,7.8264798011844565
Lao People's Democratic Republic,3083,Lao People's Democratic Republic,2001,2.984,78.78787879,3.966,20.54375761527645,0.196447711,8.947030067,8.008970261,78.875,14.838,7.049210072,98.236,4.44,5.038,28.652,21.21212121,30.87619578846671,0.855,29.468073491431458,81.523,0.476,2831.486058,5475.765,5519.707,2770.704,2749.002,23.9155,100.7894,17.4983,121.481,21.946,87.884,1.592,43.5394,176.592,29.357,31.902,4.2092,1.7461,28.34,104.9,55.111,28.96,26.15,9.956,166.867,-33.6,-6.07,92,7.948556961649807
Lao People's Democratic Republic,3090,Lao People's Democratic Republic,2008,3.626,74.7826087,4.434,20.5544060479406,0.352477913,10.21502972,9.44408989,77.181,21.052,8.664739609,91.877,5.63,5.28,35.068,25.2173913,31.04264921938922,0.893,28.101270257926355,80.223,0.532,4114.629169,6088.691,6135.862,3084.231,3051.63,26.5852,101.0683,19.441,121.621,19.774,94.341,1.538,45.0681,174.138,32.617,28.313,3.3746,1.4689,27.58,104.8,52.517,28.223,24.293,8.539,166.337,-27.282,-4.436,92,8.32230399216097
Lao People's Democratic Republic,3092,Lao People's Democratic Republic,2010,3.83,74.7826087,4.57,20.56506,0.480784233,10.66534042,9.954899788,76.673,22.88,9.235859871,89.213,6.64,5.34,37.02,25.2173913,31.21,0.895,26.79786279,79.833,0.551,4547.982796,6276.827,6323.418,3181.861,3141.558,27.3978,101.2829,20.1875,120.637,19.034,93.183,1.474,47.0249,171.394,31.912,27.042,3.1451,1.3894,27.391,105.0,50.757,27.54,23.218,8.008,164.216,-27.446,-4.33,92,8.422439072101618
Lao People's Democratic Republic,3096,Lao People's Democratic Republic,2014,4.35,75.0,4.938,20.3255,0.670160169,11.52048969,11.09206963,76.164,30.416,10.65573025,81.074,7.46,5.564,42.844,25.0,34.0543,0.932,26.49129078,79.274,0.592,5920.13672,6646.519,6691.454,3374.369,3317.084,28.9924,101.727,21.7099,115.539,17.233,89.87,1.343,51.6119,165.593,28.856,24.698,2.8022,1.2643,27.112,105.2,50.054,27.064,22.99,7.465,159.542,-25.666,-3.828,92,8.68611482220597
Lao People's Democratic Republic,3102,Lao People's Democratic Republic,2020,5.008,72.48322148,5.374,20.58334,4.652122998,10.33197975,10.13611031,75.028,37.66,9.9354496,74.572,9.64,5.764,47.74,27.51677852,31.31796,0.95,24.3368904,77.967,0.608,7651.700741,7265.653,7319.399,3689.825,3629.574,31.7132,101.66,23.48,117.804,16.083,107.492,1.469,47.185,164.431,26.525,22.449,2.541,1.168,26.9,105.3,46.627,25.535,21.091,6.366,159.437,-10.303,-1.407,92,8.942683221196322
Latvia,3393,Latvia,1991,9.585518715,91.0,9.480166654,25.72834198339208,6.764176747,12.40633965,12.55290985,49.934,65.36364958,12.71172047,52.515,16.56,9.374814594,67.49350492,9.0,8.44985584065449,1.012,13.137183521772569,68.115,0.727,15796.81227,2685.586,2678.964,1235.856,1443.108,43.0515,85.6385,33.9104,-0.241,-0.089,-13.244,-0.494,,35.655,4.732,13.28,1.8561,0.8823,25.584,104.9,35.896,17.714,18.182,13.369,35.206,-13.008,-4.845,93,9.667563443596476
Latvia,3401,Latvia,1999,11.43744635,83.0,11.33113709,23.8090525649732,3.204902471,12.8480196,13.50590992,49.923,86.2301212,14.17961979,18.654,20.18,11.22482784,85.50917411,17.0,6.499647863176748,1.022,11.885243342537203,67.378,0.746,11572.9806,2443.747,2426.35,1108.116,1318.235,38.9919,84.0606,36.558,-13.661,-5.604,-34.793,-1.434,,20.163,1.646,8.271,1.1802,0.5607,26.894,105.4,33.824,16.807,17.016,13.875,19.962,-21.131,-8.669,93,9.35642840153111
Latvia,3407,Latvia,2005,12.42492962,79.0,12.2501297,22.032938788188456,3.46830563,15.02492046,15.96102047,50.655,98.00485992,16.89558029,19.797,27.35,12.04444027,97.98851013,21.0,4.99954355931662,1.035,10.752609878457811,65.574,0.808,19008.8348,2248.096,2233.156,1017.192,1215.965,35.8873,83.653,38.87,-12.267,-5.469,-29.879,-1.338,,21.786,1.691,9.714,1.3831,0.6624,27.978,104.9,34.053,17.124,16.929,15.183,21.64,-17.62,-7.856,93,9.852659139548157
