,country,expected_years_of_schooling
5867,United States of America,15.5100832
5866,United States of America,15.4471364
5883,United States of America,16.31038094
5877,United States of America,16.0516026
5870,United States of America,15.69892359
5859,United States of America,16.00139999
5879,United States of America,16.14818001
5871,United States of America,15.76187038
5882,United States of America,16.27448082
5874,United States of America,15.90673649
5865,United States of America,15.38418961
5887,United States of America,16.28097916
5860,United States of America,16.02688026
5858,United States of America,15.7397151
5875,United States of America,15.9550252
5862,United States of America,15.96275043
5868,United States of America,15.57302999
5857,United States of America,15.4780302
5863,United States of America,15.96238518
5876,United States of America,16.0033139
5835,Uruguay,14.68225002
5824,Uruguay,12.88957024
5853,Uruguay,16.83259964
5838,Uruguay,15.53059959
5830,Uruguay,13.1701498
5852,Uruguay,16.72912025
5834,Uruguay,14.20868969
5854,Uruguay,16.83259964
5826,Uruguay,12.80471992
5846,Uruguay,15.95382341
5851,Uruguay,16.83563995
5847,Uruguay,16.22525024
5845,Uruguay,15.68239657
5825,Uruguay,12.99347973
5833,Uruguay,13.88834953
5841,Uruguay,14.9503603
5832,Uruguay,13.85342979
5843,Uruguay,15.06327963
5837,Uruguay,15.5248003
5855,Uruguay,16.83259964
5840,Uruguay,15.32322979
5831,Uruguay,13.5117898
5827,Uruguay,12.89607739
5842,Uruguay,14.71558952
5828,Uruguay,12.98743486
5836,Uruguay,15.08796024
5917,Uzbekistan,12.47714043
5897,Uzbekistan,10.70744038
5907,Uzbekistan,11.42271042
5906,Uzbekistan,11.35791969
5893,Uzbekistan,10.79366888
5901,Uzbekistan,11.4257803
5915,Uzbekistan,12.05881977
5919,Uzbekistan,12.47714043
5890,Uzbekistan,10.85834026
5896,Uzbekistan,10.7289975
5914,Uzbekistan,11.89163971
5903,Uzbekistan,11.49676037
5909,Uzbekistan,11.48429966
5888,Uzbekistan,11.31336975
5889,Uzbekistan,11.18865967
5899,Uzbekistan,11.01488018
5894,Uzbekistan,10.77211176
5902,Uzbekistan,11.43179989
5892,Uzbekistan,10.81522601
5912,Uzbekistan,11.7082901
5895,Uzbekistan,10.75055463
5913,Uzbekistan,11.75932026
5905,Uzbekistan,11.51074028
5900,Uzbekistan,11.22033024
5910,Uzbekistan,11.6434803
6031,Vanuatu,10.66470058
6026,Vanuatu,10.08658028
6018,Vanuatu,10.383130075
6029,Vanuatu,10.67967987
6036,Vanuatu,10.97340529
6022,Vanuatu,11.066016705
6039,Vanuatu,11.15862812
6019,Vanuatu,10.758603879999999
6017,Vanuatu,10.758603879999999
6028,Vanuatu,10.35857964
6045,Vanuatu,11.53531503
6046,Vanuatu,11.53531503
6016,Vanuatu,11.161748745
6033,Vanuatu,10.78818246
6044,Vanuatu,11.47148594
6041,Vanuatu,11.28211
6034,Vanuatu,10.8499234
6037,Vanuatu,11.03514623
6023,Vanuatu,10.3373782605
6025,Vanuatu,9.639610291
6032,Vanuatu,10.72644152
6027,Vanuatu,10.19987011
6030,Vanuatu,10.60295963
6024,Vanuatu,
6021,Vanuatu,
5968,Venezuela (Bolivarian Republic of),13.14121485
5961,Venezuela (Bolivarian Republic of),10.62789035
5969,Venezuela (Bolivarian Republic of),13.69934249
5972,Venezuela (Bolivarian Republic of),13.63707
5982,Venezuela (Bolivarian Republic of),12.81608
5952,Venezuela (Bolivarian Republic of),10.48841953
5978,Venezuela (Bolivarian Republic of),13.59578
5953,Venezuela (Bolivarian Republic of),10.76323986
5965,Venezuela (Bolivarian Republic of),11.80910969
5958,Venezuela (Bolivarian Republic of),10.7462101
5973,Venezuela (Bolivarian Republic of),13.67912
5955,Venezuela (Bolivarian Republic of),10.86452985
5975,Venezuela (Bolivarian Republic of),14.21682
5970,Venezuela (Bolivarian Republic of),14.25747013
5963,Venezuela (Bolivarian Republic of),11.18996525
5981,Venezuela (Bolivarian Republic of),12.81608
5962,Venezuela (Bolivarian Republic of),10.58845043
5959,Venezuela (Bolivarian Republic of),10.70677018
5979,Venezuela (Bolivarian Republic of),12.81608
5954,Venezuela (Bolivarian Republic of),10.90396976
5960,Venezuela (Bolivarian Republic of),10.66733027
5967,Venezuela (Bolivarian Republic of),12.58308721
5974,Venezuela (Bolivarian Republic of),13.801
5964,Venezuela (Bolivarian Republic of),11.79148006
5977,Venezuela (Bolivarian Republic of),13.97333
5956,Venezuela (Bolivarian Republic of),10.82508993
5990,Viet Nam,9.711714983
6011,Viet Nam,12.84745739
5996,Viet Nam,11.70906187
6013,Viet Nam,12.9519325
6001,Viet Nam,12.34145088
5988,Viet Nam,9.088429928
5994,Viet Nam,11.02203096
6008,Viet Nam,12.69232273
5997,Viet Nam,11.85510082
5987,Viet Nam,8.7767874
6009,Viet Nam,12.74382502
5999,Viet Nam,12.14717871
5984,Viet Nam,7.841859818
6012,Viet Nam,12.89958918
5991,Viet Nam,10.02335751
6006,Viet Nam,12.58703009
5986,Viet Nam,8.465144873
5995,Viet Nam,11.36554641
5992,Viet Nam,10.33500004
6007,Viet Nam,12.63967641
6015,Viet Nam,12.9519325
5989,Viet Nam,9.400072455
6005,Viet Nam,12.53438377
5998,Viet Nam,12.00113977
6000,Viet Nam,12.29321766
6094,Yemen,8.76791954
6088,Yemen,7.687354476
6095,Yemen,8.804679871
6108,Yemen,9.09871006
6098,Yemen,8.55535984
6102,Yemen,9.09871006
6092,Yemen,8.411410093
6087,Yemen,7.520673211
6093,Yemen,8.595970154
6100,Yemen,8.712479591
6099,Yemen,8.633919716
6096,Yemen,8.721573194
6111,Yemen,9.09871006
6106,Yemen,9.09871006
6085,Yemen,7.19807453
6101,Yemen,9.09871006
6105,Yemen,9.09871006
6109,Yemen,9.09871006
6104,Yemen,9.09871006
6090,Yemen,8.042289972
6080,Yemen,6.45082695
6097,Yemen,8.638466517
6110,Yemen,9.09871006
6084,Yemen,7.042002089
6082,Yemen,6.739935968
6107,Yemen,9.09871006
6162,Zambia,10.92441957
6158,Zambia,9.60576036
6165,Zambia,10.92560329
6166,Zambia,10.92599786
6160,Zambia,10.48460345
6170,Zambia,10.92757624
6146,Zambia,7.694523811
6169,Zambia,10.92718161
6155,Zambia,8.610006332
6154,Zambia,8.493095398
6145,Zambia,7.611791849
6168,Zambia,10.926787
6173,Zambia,10.92876021
6164,Zambia,10.92520871
6172,Zambia,10.92836554
6161,Zambia,10.924025
6152,Zambia,8.259273529
6175,Zambia,10.92876021
6147,Zambia,7.777255774
6163,Zambia,10.92481414
6157,Zambia,9.166338813
6148,Zambia,7.859987736
6150,Zambia,8.02545166
6159,Zambia,10.04518191
6149,Zambia,7.942719698
6174,Zambia,10.92876021
6196,Zimbabwe,11.1081153
6195,Zimbabwe,10.93685309
6180,Zimbabwe,10.07145596
6201,Zimbabwe,11.6023722
6193,Zimbabwe,10.59432867
6207,Zimbabwe,12.11096904
6188,Zimbabwe,10.22305012
6178,Zimbabwe,9.997790337
6181,Zimbabwe,10.10828876
6185,Zimbabwe,10.25562
6186,Zimbabwe,10.31171989
6198,Zimbabwe,11.45063972
6191,Zimbabwe,10.25180425
6187,Zimbabwe,10.70343018
6206,Zimbabwe,12.11096904
6205,Zimbabwe,12.11096904
6189,Zimbabwe,9.909279823
6190,Zimbabwe,10.08054203
6204,Zimbabwe,11.98176697
6183,Zimbabwe,10.18195438
6200,Zimbabwe,11.47859593
6176,Zimbabwe,9.767649651
6184,Zimbabwe,10.21878719
6182,Zimbabwe,10.14512157
6192,Zimbabwe,10.42306646
