,country,human_development_index,gross_national_income_per_capita_2017_ppp_log,median_age_as_of_july_1st_years,mean_years_of_schooling,rate_of_natural_change_per_1000_population,net_reproduction_rate_surviving_daughters_per_woman,adolescent_birth_rate_per_1000_women_ages_15_19,total_fertility_rate_live_births_per_woman,crude_birth_rate_births_per_1000_population
1578,Algeria,False,False,False,False,False,False,False,False,False
4674,Romania,False,False,False,False,False,False,False,False,False
660,Belarus,False,False,False,False,False,False,False,False,False
1875,France,False,False,False,False,False,False,False,False,False
1963,United Kingdom,False,False,False,False,False,False,False,False,False
4794,Saudi Arabia,False,False,False,False,False,False,False,False,False
1643,Egypt,False,False,False,False,False,False,False,False,False
2714,Italy,False,False,False,False,False,False,False,False,False
1737,Estonia,False,False,False,False,False,False,False,False,False
2833,Kazakhstan,False,False,False,False,False,False,False,False,False
2548,Ireland,False,False,False,False,False,False,False,False,False
3313,Lesotho,False,False,False,False,False,False,False,False,False
3861,Mozambique,False,False,False,False,False,False,False,False,False
1383,Czechia,False,False,False,False,False,False,False,False,False
4967,El Salvador,False,False,False,False,False,False,False,False,False
6085,Yemen,False,False,False,False,False,False,False,False,False
486,Bangladesh,False,False,False,False,False,False,False,False,False
4494,Papua New Guinea,False,False,False,False,False,False,False,False,False
859,Bhutan,False,False,False,False,False,False,False,False,False
5830,Uruguay,False,False,False,False,False,False,False,False,False
1374,Cyprus,False,False,False,False,False,False,False,False,False
5405,Chad,False,False,False,False,False,False,False,False,False
4584,Portugal,False,False,False,False,False,False,False,False,False
1394,Czechia,False,False,False,False,False,False,False,False,False
5795,Ukraine,False,False,False,False,False,False,False,False,False
3683,Mali,False,False,False,False,False,False,False,False,False
5297,Eswatini,False,False,False,False,False,False,False,False,False
648,Belarus,False,False,False,False,False,False,False,False,False
1623,Ecuador,False,False,False,False,False,False,False,False,False
4697,Romania,False,False,False,False,False,False,False,False,False
2722,Jamaica,False,False,False,False,False,False,False,False,False
5225,Slovenia,False,False,False,False,False,False,False,False,False
5962,Venezuela (Bolivarian Republic of),False,False,False,False,False,False,False,False,False
4354,Panama,False,False,False,False,False,False,False,False,False
3556,Maldives,True,False,False,False,False,False,False,False,False
126,Andorra,False,False,False,False,False,False,False,False,False
844,Bhutan,True,False,False,True,False,False,False,False,False
5325,Seychelles,False,False,False,False,False,False,False,False,False
3248,Liechtenstein,False,False,False,False,False,False,False,False,False
2332,Hong Kong,False,False,False,False,False,False,False,False,False
2308,Hong Kong,False,False,False,False,False,False,False,False,False
1843,Fiji,False,False,False,False,False,False,False,False,False
5685,Türkiye,False,False,False,False,False,False,False,False,False
2009,Georgia,False,False,False,False,False,False,False,False,False
4138,Netherlands,False,False,False,False,False,False,False,False,False
3921,Mauritius,False,False,False,False,False,False,False,False,False
4493,Papua New Guinea,False,False,False,False,False,False,False,False,False
3843,Mozambique,False,False,False,False,False,False,False,False,False
4524,Poland,False,False,False,False,False,False,False,False,False
3547,Madagascar,False,False,False,False,False,False,False,False,False
2580,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
5692,Türkiye,False,False,False,False,False,False,False,False,False
407,Belgium,False,False,False,False,False,False,False,False,False
4219,Nepal,False,False,False,False,False,False,False,False,False
595,Bahamas,False,False,False,False,False,False,False,False,False
5159,Suriname,True,False,False,True,False,False,False,False,False
1400,Czechia,False,False,False,False,False,False,False,False,False
5438,Togo,False,False,False,False,False,False,False,False,False
4583,Portugal,False,False,False,False,False,False,False,False,False
1794,Finland,False,False,False,False,False,False,False,False,False
3585,Mexico,False,False,False,False,False,False,False,False,False
5087,Serbia,False,False,False,False,False,False,False,False,False
2591,Iran (Islamic Republic of),False,False,False,False,False,False,False,False,False
3089,Lao People's Democratic Republic,False,False,False,False,False,False,False,False,False
643,Belarus,True,False,False,True,False,False,False,False,False
4448,Palau,True,False,False,False,False,False,False,False,False
340,Azerbaijan,False,False,False,False,False,False,False,False,False
3767,Myanmar,False,False,False,False,False,False,False,False,False
3161,Liberia,False,False,False,False,False,False,False,False,False
4753,Rwanda,False,False,False,False,False,False,False,False,False
4792,Saudi Arabia,False,False,False,False,False,False,False,False,False
2712,Italy,False,False,False,False,False,False,False,False,False
2777,Jordan,False,False,False,False,False,False,False,False,False
3194,Libya,False,False,False,False,False,False,False,False,False
4268,New Zealand,False,False,False,False,False,False,False,False,False
5172,Suriname,False,False,False,False,False,False,False,False,False
431,Benin,False,False,False,False,False,False,False,False,False
5844,Uruguay,False,False,False,False,False,False,False,False,False
3413,Latvia,False,False,False,False,False,False,False,False,False
5718,Tuvalu,False,False,False,False,False,False,False,False,False
5334,Seychelles,False,False,False,False,False,False,False,False,False
4340,Pakistan,False,False,False,False,False,False,False,False,False
5187,Slovakia,False,False,False,False,False,False,False,False,False
868,Botswana,False,False,False,False,False,False,False,False,False
5453,Thailand,False,False,False,False,False,False,False,False,False
2277,Guyana,False,False,False,False,False,False,False,False,False
4774,Saudi Arabia,False,False,False,False,False,False,False,False,False
18,Afghanistan,False,False,False,False,False,False,False,False,False
2293,Guyana,False,False,False,False,False,False,False,False,False
787,Barbados,False,False,False,False,False,False,False,False,False
2030,Ghana,False,False,False,False,False,False,False,False,False
577,Bahamas,True,False,False,False,False,False,False,False,False
3871,Mozambique,False,False,False,False,False,False,False,False,False
115,Andorra,False,False,False,False,False,False,False,False,False
233,Antigua and Barbuda,True,False,False,True,False,False,False,False,False
4214,Nepal,False,False,False,False,False,False,False,False,False
3929,Mauritius,False,False,False,False,False,False,False,False,False
6103,Yemen,False,False,False,False,False,False,False,False,False
5368,Syrian Arab Republic,False,False,False,False,False,False,False,False,False
6097,Yemen,False,False,False,False,False,False,False,False,False
5139,Sao Tome and Principe,False,False,False,False,False,False,False,False,False
4913,Solomon Islands,False,False,False,False,False,False,False,False,False
2129,Guinea-Bissau,False,False,False,False,False,False,False,False,False
4411,Peru,False,False,False,False,False,False,False,False,False
4612,Paraguay,False,False,False,False,False,False,False,False,False
5233,Slovenia,False,False,False,False,False,False,False,False,False
73,Albania,False,False,False,False,False,False,False,False,False
3759,Myanmar,False,False,False,False,False,False,False,False,False
3915,Mauritius,False,False,False,False,False,False,False,False,False
3959,Malawi,False,False,False,False,False,False,False,False,False
4146,Netherlands,False,False,False,False,False,False,False,False,False
864,Botswana,False,False,False,False,False,False,False,False,False
4690,Romania,False,False,False,False,False,False,False,False,False
2378,Croatia,False,False,False,False,False,False,False,False,False
4420,Philippines,False,False,False,False,False,False,False,False,False
4718,Russian Federation,False,False,False,False,False,False,False,False,False
5249,Sweden,False,False,False,False,False,False,False,False,False
1571,Algeria,False,False,False,False,False,False,False,False,False
1034,China,False,False,False,False,False,False,False,False,False
1354,Cyprus,False,False,False,False,False,False,False,False,False
4523,Poland,False,False,False,False,False,False,False,False,False
3065,Kuwait,False,False,False,False,False,False,False,False,False
1503,Dominica,False,False,False,False,False,False,False,False,False
1866,France,False,False,False,False,False,False,False,False,False
1889,Micronesia,True,False,False,True,False,False,False,False,False
3009,South Korea,False,False,False,False,False,False,False,False,False
2987,Saint Kitts and Nevis,True,False,False,True,False,False,False,False,False
1952,United Kingdom,False,False,False,False,False,False,False,False,False
2692,Italy,False,False,False,False,False,False,False,False,False
294,Austria,False,False,False,False,False,False,False,False,False
3402,Latvia,False,False,False,False,False,False,False,False,False
1288,Costa Rica,False,False,False,False,False,False,False,False,False
3271,Sri Lanka,False,False,False,False,False,False,False,False,False
4798,Saudi Arabia,False,False,False,False,False,False,False,False,False
5745,Tanzania,False,False,False,False,False,False,False,False,False
5224,Slovenia,False,False,False,False,False,False,False,False,False
481,Bangladesh,False,False,False,False,False,False,False,False,False
2543,Ireland,False,False,False,False,False,False,False,False,False
5634,Tunisia,False,False,False,False,False,False,False,False,False
5932,Saint Vincent and the Grenadines,False,False,False,False,False,False,False,False,False
1659,Egypt,False,False,False,False,False,False,False,False,False
327,Azerbaijan,False,False,False,False,False,False,False,False,False
5909,Uzbekistan,False,False,False,False,False,False,False,False,False
3268,Sri Lanka,False,False,False,False,False,False,False,False,False
1280,Costa Rica,False,False,False,False,False,False,False,False,False
817,Brunei Darussalam,False,False,False,False,False,False,False,False,False
5848,Uruguay,False,False,False,False,False,False,False,False,False
2716,Italy,False,False,False,False,False,False,False,False,False
4712,Russian Federation,False,False,False,False,False,False,False,False,False
2702,Italy,False,False,False,False,False,False,False,False,False
3512,Moldova,False,False,False,False,False,False,False,False,False
4919,Solomon Islands,False,False,False,False,False,False,False,False,False
4632,Paraguay,False,False,False,False,False,False,False,False,False
5869,United States of America,False,False,False,False,False,False,False,False,False
773,Barbados,False,False,False,False,False,False,False,False,False
250,Antigua and Barbuda,False,False,False,False,False,False,False,False,False
3322,Lesotho,False,False,False,False,False,False,False,False,False
1257,Cabo Verde,True,False,False,True,False,False,False,False,False
2654,Iceland,False,False,False,False,False,False,False,False,False
6012,Viet Nam,False,False,False,False,False,False,False,False,False
